freq,Z_re,Z_im,temperature,pO2
1e+06,298.967,626.251,600,0.05
689343,404.132,849.493,600,0.05
475193,576.938,1135.27,600,0.05
327571,851.984,1474.62,600,0.05
225809,1263.79,1830.21,600,0.05
155660,1832.27,2143.87,600,0.05
107303,2529.73,2347.43,600,0.05
73968.3,3232.73,2378.46,600,0.05
50989.5,3844.72,2291.76,600,0.05
35149.3,4325.22,2189.24,600,0.05
24229.9,4701.66,2170.42,600,0.05
16702.7,5003.99,2293.34,600,0.05
11513.9,5302.82,2609.96,600,0.05
7937.01,5675.52,3167.01,600,0.05
5471.32,6136.12,3966.83,600,0.05
3771.61,6875.27,5094.97,600,0.05
2599.93,7934.54,6486.72,600,0.05
1792.24,9586.09,8149.92,600,0.05
1235.47,11908.9,9817.49,600,0.05
851.662,15020.7,11197.3,600,0.05
587.087,18757.8,11898.4,600,0.05
404.704,22697.4,11680.6,600,0.05
278.98,26059.1,10509.3,600,0.05
192.313,28892.7,8913.57,600,0.05
132.569,30743,7137.45,600,0.05
91.3857,32067.2,5541,600,0.05
62.9961,33021.3,4215.03,600,0.05
43.4259,33472.7,3140.2,600,0.05
29.9353,33843.9,2325.31,600,0.05
20.6357,34212.5,1717.33,600,0.05
14.2251,34177.4,1251.2,600,0.05
9.80593,34304.2,914.806,600,0.05
6.75965,34528.7,670.159,600,0.05
4.65971,34395.6,485.563,600,0.05
3.21214,34470.9,353.792,600,0.05
2.21426,34600.4,258.1,600,0.05
1.52639,34552.3,187.283,600,0.05
1.0522,34621.8,136.335,600,0.05
0.725329,34504.9,98.7022,600,0.05
0.5,34655.2,72.0049,600,0.05
