freq,Z_re,Z_im,temperature,pO2
1e+06,270.242,854.195,450,0.05
661474,345.585,1239.77,450,0.05
437548,458.409,1782.83,450,0.05
289427,639.678,2574.06,450,0.05
191448,933.592,3708.67,450,0.05
126638,1419.43,5311.11,450,0.05
83767.8,2244.09,7549.81,450,0.05
55410.2,3665.48,10601.4,450,0.05
36652.4,6110.47,14575.3,450,0.05
24244.6,10198,19355.2,450,0.05
16037.2,16588.8,24368.8,450,0.05
10608.2,25167.4,28153,450,0.05
7017.04,35005.2,29807.5,450,0.05
4641.59,44194,29294.4,450,0.05
3070.29,51431.6,27984.8,450,0.05
2030.92,56657,27584.2,450,0.05
1343.4,60887.4,29496.7,450,0.05
888.624,64832.9,34465.8,450,0.05
587.802,69943,43499.6,450,0.05
388.816,76691.8,56977.4,450,0.05
257.191,87679,76313.4,450,0.05
170.125,105491,102032,450,0.05
112.534,133773,133223,450,0.05
74.438,176113,165688,450,0.05
49.2388,234986,192529,450,0.05
32.5702,306259,204429,450,0.05
21.5443,379343,196389,450,0.05
14.251,442736,171841,450,0.05
9.42668,488890,139086,450,0.05
6.23551,518721,106573,450,0.05
4.12463,538129,79068.8,450,0.05
2.72833,549637,57384.4,450,0.05
1.80472,556366,41095.9,450,0.05
1.19378,562633,29316.6,450,0.05
0.789652,564677,20714.4,450,0.05
0.522335,566975,14622.6,450,0.05
0.345511,568627,10300.7,450,0.05
0.228546,567750,7219.24,450,0.05
0.151178,570344,5088.23,450,0.05
0.1,568502,3557.3,450,0.05
