freq,Z_re,Z_im,temperature,pO2
1e+06,267.985,768.316,500,0.05
689343,339.091,1070.01,500,0.05
475193,448.083,1482.81,500,0.05
327571,621.498,2051.19,500,0.05
225809,902.885,2826.63,500,0.05
155660,1357.13,3841.78,500,0.05
107303,2104.34,5156.17,500,0.05
73968.3,3301.91,6743.41,500,0.05
50989.5,5136.58,8481.83,500,0.05
35149.3,7715.04,10080.2,500,0.05
24229.9,10908,11154.5,500,0.05
16702.7,14330.2,11502,500,0.05
11513.9,17421.3,11210.2,500,0.05
7937.01,20007,10790.6,500,0.05
5471.32,21909.8,10611.3,500,0.05
3771.61,23373.7,11067.4,500,0.05
2599.93,24778.6,12459.8,500,0.05
1792.24,26397.5,14991.3,500,0.05
1235.47,28478.4,18830.3,500,0.05
851.662,31425.9,24160.6,500,0.05
587.087,35971.1,31223.6,500,0.05
404.704,43086,40094.7,500,0.05
278.98,53707.4,50147.4,500,0.05
192.313,68341,59666.2,500,0.05
132.569,87802.7,67156.4,500,0.05
91.3857,110242,70008.7,500,0.05
62.9961,132628,67149.9,500,0.05
43.4259,151605,59448.6,500,0.05
29.9353,167330,49810,500,0.05
20.6357,177764,39624.3,500,0.05
14.2251,184260,30470.5,500,0.05
9.80593,188578,22988.2,500,0.05
6.75965,192003,17178.1,500,0.05
4.65971,193139,12643.4,500,0.05
3.21214,195137,9326.55,500,0.05
2.21426,195108,6798.07,500,0.05
1.52639,196168,4977.34,500,0.05
1.0522,196684,3631.28,500,0.05
0.725329,197128,2646.78,500,0.05
0.5,197388,1926.63,500,0.05
