freq,Z_re,Z_im,temperature,pO2
1e+06,278.632,679.666,600,0.0001
689343,366.981,941.196,600,0.0001
475193,507.499,1284.69,600,0.0001
327571,737.973,1733.13,600,0.0001
225809,1113.17,2293.44,600,0.0001
155660,1703.27,2938.72,600,0.0001
107303,2562.87,3575.09,600,0.0001
73968.3,3723.33,4104.87,600,0.0001
50989.5,5008.86,4325.59,600,0.0001
35149.3,6293.42,4290.22,600,0.0001
24229.9,7354.32,4071.9,600,0.0001
16702.7,8148.2,3862.04,600,0.0001
11513.9,8813.72,3849.8,600,0.0001
7937.01,9367.05,4089.14,600,0.0001
5471.32,10020.7,4677.86,600,0.0001
3771.61,10765.9,5578.63,600,0.0001
2599.93,11938.6,6872.72,600,0.0001
1792.24,13546.7,8384.98,600,0.0001
1235.47,15946.1,10020.1,600,0.0001
851.662,19044.8,11332.8,600,0.0001
587.087,22806.8,12002.1,600,0.0001
404.704,26623.5,11693,600,0.0001
278.98,30208.8,10596.3,600,0.0001
192.313,32924.9,8941.62,600,0.0001
132.569,34949.3,7195.64,600,0.0001
91.3857,36183.2,5569.42,600,0.0001
62.9961,36932.2,4210.79,600,0.0001
43.4259,37551.9,3151.87,600,0.0001
29.9353,37999.9,2338.27,600,0.0001
20.6357,38145.8,1715.94,600,0.0001
14.2251,38313.2,1257.48,600,0.0001
9.80593,38494.7,920.568,600,0.0001
6.75965,38531.8,670.747,600,0.0001
4.65971,38655.7,489.487,600,0.0001
3.21214,38627.3,355.63,600,0.0001
2.21426,38628.2,258.484,600,0.0001
1.52639,38631.6,187.84,600,0.0001
1.0522,38623.7,136.439,600,0.0001
0.725329,38717.3,99.3505,600,0.0001
0.5,38765.2,72.2518,600,0.0001
