freq,Z_re,Z_im,temperature,pO2
1e+06,267.069,819.633,500,1e-06
661474,342.759,1188.64,500,1e-06
437548,459.344,1712.2,500,1e-06
289427,646.2,2458.81,500,1e-06
191448,961.219,3544.06,500,1e-06
126638,1481.89,5028.84,500,1e-06
83767.8,2388.64,7100.55,500,1e-06
55410.2,3970.4,9877.03,500,1e-06
36652.4,6605.49,13214.4,500,1e-06
24244.6,10795.6,16824.7,500,1e-06
16037.2,16728.6,19883.5,500,1e-06
10608.2,23846.5,21462.2,500,1e-06
7017.04,30768.5,21229.9,500,1e-06
4641.59,36493.8,20080.7,500,1e-06
3070.29,40680.9,19179.3,500,1e-06
2030.92,44111,19641.3,500,1e-06
1343.4,47094.7,21854.6,500,1e-06
888.624,50983.1,26426.7,500,1e-06
587.802,56369.5,33388,500,1e-06
388.816,64387.8,42520.1,500,1e-06
257.191,76718.4,53069.5,500,1e-06
170.125,94906.3,63242.5,500,1e-06
112.534,118042,69535.9,500,1e-06
74.438,143722,69570.9,500,1e-06
49.2388,166634,62780.9,500,1e-06
32.5702,184445,52124.5,500,1e-06
21.5443,196783,40724.6,500,1e-06
14.251,204935,30587.5,500,1e-06
9.42668,209787,22363.2,500,1e-06
6.23551,213466,16150.5,500,1e-06
4.12463,214863,11490.7,500,1e-06
2.72833,216339,8155.78,500,1e-06
1.80472,217059,5757.94,500,1e-06
1.19378,216980,4045.1,500,1e-06
0.789652,217713,2850.01,500,1e-06
0.522335,217652,1999.52,500,1e-06
0.345511,217480,1401.55,500,1e-06
0.228546,218387,987.007,500,1e-06
0.151178,218348,691.929,500,1e-06
0.1,217788,483.847,500,1e-06
