freq,Z_re,Z_im,temperature,pO2
1e+06,275.089,906.899,450,1e-06
661474,347.766,1309.1,450,1e-06
437548,457.971,1890.78,450,1e-06
289427,628.201,2734.07,450,1e-06
191448,896.661,3956.86,450,1e-06
126638,1325.56,5705.83,450,1e-06
83767.8,2024.69,8173.76,450,1e-06
55410.2,3196.85,11628.2,450,1e-06
36652.4,5243.95,16505.2,450,1e-06
24244.6,8737.15,22880.5,450,1e-06
16037.2,14732.5,30970.4,450,1e-06
10608.2,24325.2,39842.6,450,1e-06
7017.04,38150.9,47680.7,450,1e-06
4641.59,55198.8,52211.2,450,1e-06
3070.29,72489,52421.6,450,1e-06
2030.92,87089.7,49923.5,450,1e-06
1343.4,97730.4,47553.9,450,1e-06
888.624,106148,48276.7,450,1e-06
587.802,113370,53372,450,1e-06
388.816,122207,64337.4,450,1e-06
257.191,133493,81250.4,450,1e-06
170.125,151489,105162,450,1e-06
112.534,180436,135475,450,1e-06
74.438,222912,167236,450,1e-06
49.2388,283044,194401,450,1e-06
32.5702,353569,205374,450,1e-06
21.5443,426216,196816,450,1e-06
14.251,489443,172019,450,1e-06
9.42668,535989,139293,450,1e-06
6.23551,565964,106754,450,1e-06
4.12463,585804,79249.4,450,1e-06
2.72833,596042,57389.7,450,1e-06
1.80472,604807,41239.4,450,1e-06
1.19378,610141,29364.7,450,1e-06
0.789652,613370,20790,450,1e-06
0.522335,614793,14653.6,450,1e-06
0.345511,616171,10317,450,1e-06
0.228546,614499,7222.72,450,1e-06
0.151178,615346,5074.77,450,1e-06
0.1,618258,3576.32,450,1e-06
