freq,Z_re,Z_im,temperature,pO2
1e+06,276.415,690.121,600,1e-06
661474,373.185,989.374,600,1e-06
437548,537.985,1403.58,600,1e-06
289427,820.249,1955,600,1e-06
191448,1303.1,2655.93,600,1e-06
126638,2099.7,3469.74,600,1e-06
83767.8,3285.51,4237.32,600,1e-06
55410.2,4809.83,4739.2,600,1e-06
36652.4,6438.13,4838.52,600,1e-06
24244.6,7883.44,4626.27,600,1e-06
16037.2,8970.2,4341.27,600,1e-06
10608.2,9838.28,4275.84,600,1e-06
7017.04,10515,4528.26,600,1e-06
4641.59,11294.5,5225.47,600,1e-06
3070.29,12392.9,6398.28,600,1e-06
2030.92,14034.2,7985.79,600,1e-06
1343.4,16389.9,9726.98,600,1e-06
888.624,19750.8,11276.4,600,1e-06
587.802,23948.5,12077.4,600,1e-06
388.816,28244.2,11691.5,600,1e-06
257.191,31888.8,10259.6,600,1e-06
170.125,34607.5,8339.79,600,1e-06
112.534,36553.5,6442.58,600,1e-06
74.438,37804.4,4800.43,600,1e-06
49.2388,38492.7,3488.12,600,1e-06
32.5702,39021.6,2508.17,600,1e-06
21.5443,39210.5,1780.66,600,1e-06
14.251,39316.7,1258.22,600,1e-06
9.42668,39444.6,888.007,600,1e-06
6.23551,39675.5,627.611,600,1e-06
4.12463,39624.7,440.075,600,1e-06
2.72833,39762.9,309.878,600,1e-06
1.80472,39583.4,216.379,600,1e-06
1.19378,39636.6,151.94,600,1e-06
0.789652,39773.1,106.896,600,1e-06
0.522335,39673.8,74.7507,600,1e-06
0.345511,39815.7,52.5856,600,1e-06
0.228546,39641.1,36.6972,600,1e-06
0.151178,39831.4,25.8445,600,1e-06
0.1,39798.1,18.0988,600,1e-06
