freq,Z_re,Z_im,temperature,pO2
1e+06,287.696,1008.02,400,1e-06
661474,364.093,1457.15,400,1e-06
437548,479.043,2116.52,400,1e-06
289427,646.532,3056.05,400,1e-06
191448,900.762,4426.42,400,1e-06
126638,1288.98,6411.31,400,1e-06
83767.8,1889.97,9269.5,400,1e-06
55410.2,2831.79,13329.7,400,1e-06
36652.4,4377.19,19205.7,400,1e-06
24244.6,6952.88,27540.1,400,1e-06
16037.2,11332.9,39146,400,1e-06
10608.2,18861.7,54816.5,400,1e-06
7017.04,31760.5,75001.6,400,1e-06
4641.59,53173.5,98910.3,400,1e-06
3070.29,86089.2,123123,400,1e-06
2030.92,129967,140954,400,1e-06
1343.4,179152,147572,400,1e-06
888.624,223489,143225,400,1e-06
587.802,258585,136137,400,1e-06
388.816,284927,134387,400,1e-06
257.191,306298,143721,400,1e-06
170.125,326273,167293,400,1e-06
112.534,353935,210024,400,1e-06
74.438,392210,272518,400,1e-06
49.2388,455010,358976,400,1e-06
32.5702,550606,462584,400,1e-06
21.5443,698550,574745,400,1e-06
14.251,906045,669568,400,1e-06
9.42668,1.15272e+06,709827,400,1e-06
6.23551,1.4027e+06,679820,400,1e-06
4.12463,1.61337e+06,591435,400,1e-06
2.72833,1.77735e+06,480022,400,1e-06
1.80472,1.88548e+06,368825,400,1e-06
1.19378,1.94964e+06,273199,400,1e-06
0.789652,1.98546e+06,197879,400,1e-06
0.522335,2.01818e+06,142384,400,1e-06
0.345511,2.03259e+06,101192,400,1e-06
0.228546,2.04409e+06,71658.8,400,1e-06
0.151178,2.04321e+06,50364.7,400,1e-06
0.1,2.05579e+06,35596.3,400,1e-06
