freq,Z_re,Z_im,temperature,pO2
1e+06,280.921,948.354,400,0.2
689343,345.349,1316.01,400,0.2
475193,441.98,1843.93,400,0.2
327571,577.347,2560.3,400,0.2
225809,777.806,3563.71,400,0.2
155660,1077.42,4961.18,400,0.2
107303,1534.35,6907.47,400,0.2
73968.3,2242.25,9594.06,400,0.2
50989.5,3352.97,13240.7,400,0.2
35149.3,5154.81,18222.9,400,0.2
24229.9,8092.88,24830.9,400,0.2
16702.7,12884.4,33292.4,400,0.2
11513.9,20538.1,43471.7,400,0.2
7937.01,32245.6,54619.6,400,0.2
5471.32,48890.4,65167.9,400,0.2
3771.61,69730,72590.1,400,0.2
2599.93,91634.5,74912.9,400,0.2
1792.24,112026,73650.2,400,0.2
1235.47,127654,70754.1,400,0.2
851.662,139886,70217.2,400,0.2
587.087,150270,74512.5,400,0.2
404.704,159165,84766.4,400,0.2
278.98,168390,102522,400,0.2
192.313,181733,130691,400,0.2
132.569,199777,170244,400,0.2
91.3857,226154,223307,400,0.2
62.9961,267750,293243,400,0.2
43.4259,332748,380885,400,0.2
29.9353,428968,479615,400,0.2
20.6357,571410,583496,400,0.2
14.2251,757253,665559,400,0.2
9.80593,980400,707090,400,0.2
6.75965,1.204e+06,687455,400,0.2
4.65971,1.40826e+06,620358,400,0.2
3.21214,1.57041e+06,524140,400,0.2
2.21426,1.68876e+06,421699,400,0.2
1.52639,1.76346e+06,326590,400,0.2
1.0522,1.8142e+06,247669,400,0.2
0.725329,1.84743e+06,185115,400,0.2
0.5,1.86479e+06,136735,400,0.2
