freq,Z_re,Z_im,temperature,pO2
1e+06,269.125,837.68,450,0.2
689343,336.411,1172.76,450,0.2
475193,433.359,1627.6,450,0.2
327571,582.176,2263.66,450,0.2
225809,812.537,3141.67,450,0.2
155660,1172.36,4329.6,450,0.2
107303,1762.97,5976.54,450,0.2
73968.3,2715.86,8133.52,450,0.2
50989.5,4270.7,10901.4,450,0.2
35149.3,6797.91,14326.4,450,0.2
24229.9,10646.5,18043.5,450,0.2
16702.7,16078.7,21502.3,450,0.2
11513.9,22979.5,24025.6,450,0.2
7937.01,30230.9,24807.9,450,0.2
5471.32,37023.3,24377.2,450,0.2
3771.61,42446.7,23463.7,450,0.2
2599.93,46591.6,23187.1,450,0.2
1792.24,49898.8,24365.9,450,0.2
1235.47,52867.1,27549.8,450,0.2
851.662,56034.7,33202.6,450,0.2
587.087,60230.5,41961.2,450,0.2
404.704,66265.9,54455.7,450,0.2
278.98,75569.3,71560.6,450,0.2
192.313,89266.3,93093.6,450,0.2
132.569,110990,119909,450,0.2
91.3857,142766,149157,450,0.2
62.9961,188061,177652,450,0.2
43.4259,246609,198686,450,0.2
29.9353,312842,205254,450,0.2
20.6357,376952,194619,450,0.2
14.2251,432291,171409,450,0.2
9.80593,474472,142061,450,0.2
6.75965,502694,112329,450,0.2
4.65971,524174,86712.9,450,0.2
3.21214,536629,65352.8,450,0.2
2.21426,542839,48477.2,450,0.2
1.52639,549203,35865.4,450,0.2
1.0522,553256,26368.9,450,0.2
0.725329,554300,19254.2,450,0.2
0.5,556888,14084.1,450,0.2
