freq,Z_re,Z_im,temperature,pO2
1e+06,269.841,753.931,500,0.2
661474,352.293,1082.85,500,0.2
437548,490.564,1556.72,500,0.2
289427,722.717,2217.88,500,0.2
191448,1124.19,3131.73,500,0.2
126638,1820,4345.7,500,0.2
83767.8,2979.87,5809.84,500,0.2
55410.2,4810.11,7377.71,500,0.2
36652.4,7412,8732.95,500,0.2
24244.6,10463.9,9404.02,500,0.2
16037.2,13516.9,9408.83,500,0.2
10608.2,15901.6,8969.45,500,0.2
7017.04,17796.2,8805.65,500,0.2
4641.59,19157.4,9227.01,500,0.2
3070.29,20474.5,10635.5,500,0.2
2030.92,21888,13194.3,500,0.2
1343.4,23871.5,17228.5,500,0.2
888.624,26949.8,23060.6,500,0.2
587.802,31924,30980.2,500,0.2
388.816,39951.9,40976,500,0.2
257.191,52223.1,52023.4,500,0.2
170.125,70137.2,62400.4,500,0.2
112.534,93150.6,68893.9,500,0.2
74.438,118504,68987.2,500,0.2
49.2388,142076,62645.3,500,0.2
32.5702,159374,51864.5,500,0.2
21.5443,172370,40696.9,500,0.2
14.251,180269,30532.9,500,0.2
9.42668,184541,22255.8,500,0.2
6.23551,188591,16114.2,500,0.2
4.12463,189974,11461.8,500,0.2
2.72833,190584,8100.65,500,0.2
1.80472,191573,5727.41,500,0.2
1.19378,192733,4048.54,500,0.2
0.789652,192801,2843.43,500,0.2
0.522335,192262,1989.72,500,0.2
0.345511,192665,1398.64,500,0.2
0.228546,193378,984.475,500,0.2
0.151178,193065,689.16,500,0.2
0.1,193349,483.863,500,0.2
