freq,Z_re,Z_im,temperature,pO2
1e+06,273.107,711.716,550,0.01
689343,353.461,987.348,550,0.01
475193,480.752,1358.3,550,0.01
327571,688.877,1856.4,550,0.01
225809,1027.31,2498.13,550,0.01
155660,1577.54,3296.66,550,0.01
107303,2439.43,4209.34,550,0.01
73968.3,3693.66,5108.97,550,0.01
50989.5,5308.44,5779.99,550,0.01
35149.3,7156.23,6106.07,550,0.01
24229.9,8887.54,6017.98,550,0.01
16702.7,10309.5,5734.09,550,0.01
11513.9,11423.1,5537.4,550,0.01
7937.01,12307.2,5630.08,550,0.01
5471.32,13029.6,6119.69,550,0.01
3771.61,13850.4,7153.17,550,0.01
2599.93,14887.4,8788.06,550,0.01
1792.24,16469.7,11165.2,550,0.01
1235.47,18679.8,14165.1,550,0.01
851.662,22099.6,17809.4,550,0.01
587.087,27100.5,21708.1,550,0.01
404.704,33856.3,25105.6,550,0.01
278.98,42260.6,27186.3,550,0.01
192.313,51211.8,27115.9,550,0.01
132.569,59453.4,24917.4,550,0.01
91.3857,66006.2,21304.5,550,0.01
62.9961,70945.7,17308.4,550,0.01
43.4259,73995.7,13474.7,550,0.01
29.9353,76296.4,10283,550,0.01
20.6357,77789.9,7715.31,550,0.01
14.2251,78770.6,5726.64,550,0.01
9.80593,79118.9,4204.75,550,0.01
6.75965,79424.6,3079.73,550,0.01
4.65971,79986.9,2259.92,550,0.01
3.21214,79993.6,1645.25,550,0.01
2.21426,80222.4,1200.27,550,0.01
1.52639,80289.2,873.446,550,0.01
1.0522,80375.8,635.547,550,0.01
0.725329,80173.9,460.669,550,0.01
0.5,80580,336.386,550,0.01
