freq,Z_re,Z_im,temperature,pO2
1e+06,303.658,637.545,500,1e-15
689343,411.319,864.635,500,1e-15
475193,584.23,1147.89,500,1e-15
327571,865.002,1494.29,500,1e-15
225809,1283.34,1857.34,500,1e-15
155660,1847.2,2168.32,500,1e-15
107303,2529.79,2373.96,500,1e-15
73968.3,3212.26,2425.08,500,1e-15
50989.5,3819.04,2392.66,500,1e-15
35149.3,4277.03,2357.18,500,1e-15
24229.9,4643.78,2441.2,500,1e-15
16702.7,4929.82,2700.68,500,1e-15
11513.9,5204.79,3207.46,500,1e-15
7937.01,5544.18,4047.02,500,1e-15
5471.32,5957.19,5279.35,500,1e-15
3771.61,6533.42,7039.29,500,1e-15
2599.93,7348.89,9461.66,500,1e-15
1792.24,8560.23,12750,500,1e-15
1235.47,10459.4,17233.5,500,1e-15
851.662,13302.5,22974.1,500,1e-15
587.087,17848.6,30468.9,500,1e-15
404.704,24798.5,39464.3,500,1e-15
278.98,35231.6,49528.2,500,1e-15
192.313,50240.1,59572.4,500,1e-15
132.569,69526.2,66978.2,500,1e-15
91.3857,91849.9,69818.5,500,1e-15
62.9961,113947,66849.4,500,1e-15
43.4259,133387,59411.4,500,1e-15
29.9353,148295,49544,500,1e-15
20.6357,159054,39507.6,500,1e-15
14.2251,166095,30476.6,500,1e-15
9.80593,170735,23034.3,500,1e-15
6.75965,173321,17134.4,500,1e-15
4.65971,174842,12634.5,500,1e-15
3.21214,175923,9275.83,500,1e-15
2.21426,177004,6800.84,500,1e-15
1.52639,177827,4974.15,500,1e-15
1.0522,177688,3615.95,500,1e-15
0.725329,177960,2633.39,500,1e-15
0.5,178552,1920.55,500,1e-15
