freq,Z_re,Z_im,temperature,pO2
1e+06,386.943,310.392,600,1e-15
689343,482.793,332.086,600,1e-15
475193,576.091,335.761,600,1e-15
327571,653.342,330.477,600,1e-15
225809,709.187,329.87,600,1e-15
155660,756.498,350.757,600,1e-15
107303,797.334,400.696,600,1e-15
73968.3,837.695,488.178,600,1e-15
50989.5,885.62,624.296,600,1e-15
35149.3,948.614,823.08,600,1e-15
24229.9,1034.04,1101.02,600,1e-15
16702.7,1162.35,1489.74,600,1e-15
11513.9,1349.14,2014.04,600,1e-15
7937.01,1636.61,2722.53,600,1e-15
5471.32,2084.65,3664.82,600,1e-15
3771.61,2760.77,4840.1,600,1e-15
2599.93,3827.7,6312.89,600,1e-15
1792.24,5473.39,8043.28,600,1e-15
1235.47,7780.04,9717.8,600,1e-15
851.662,10903.9,11136.9,600,1e-15
587.087,14676.9,11890.3,600,1e-15
404.704,18508.9,11620.2,600,1e-15
278.98,21924.7,10482.9,600,1e-15
192.313,24698.7,8878.81,600,1e-15
132.569,26658.2,7137.44,600,1e-15
91.3857,27992.2,5543.52,600,1e-15
62.9961,28837.8,4203.09,600,1e-15
43.4259,29342.6,3135.98,600,1e-15
29.9353,29699.6,2321.36,600,1e-15
20.6357,30033.4,1713.46,600,1e-15
14.2251,30217.2,1256.59,600,1e-15
9.80593,30319.3,918.09,600,1e-15
6.75965,30379.8,669.356,600,1e-15
4.65971,30423.1,487.47,600,1e-15
3.21214,30469.2,354.902,600,1e-15
2.21426,30377.1,257.143,600,1e-15
1.52639,30350.4,186.674,600,1e-15
1.0522,30458.8,136.1,600,1e-15
0.725329,30431.1,98.774,600,1e-15
0.5,30427.5,71.7359,600,1e-15
