freq,Z_re,Z_im,temperature,pO2
1e+06,283.363,667.869,600,1e-09
661474,386.964,949.015,600,1e-09
437548,567.2,1335.58,600,1e-09
289427,877.205,1838.47,600,1e-09
191448,1397.37,2445.09,600,1e-09
126638,2191.82,3051.7,600,1e-09
83767.8,3295.49,3542.62,600,1e-09
55410.2,4533.84,3725.47,600,1e-09
36652.4,5699.52,3631.79,600,1e-09
24244.6,6612.23,3418.19,600,1e-09
16037.2,7283.88,3303.72,600,1e-09
10608.2,7848.56,3451.69,600,1e-09
7017.04,8381.26,3924.28,600,1e-09
4641.59,9074.2,4795.76,600,1e-09
3070.29,10094,6084.65,600,1e-09
2030.92,11697,7762.85,600,1e-09
1343.4,14069.2,9588.57,600,1e-09
888.624,17461.5,11211.3,600,1e-09
587.802,21501.1,11959.3,600,1e-09
388.816,25774.3,11596.5,600,1e-09
257.191,29498.2,10216.4,600,1e-09
170.125,32243.6,8315.49,600,1e-09
112.534,34285.5,6444.82,600,1e-09
74.438,35323.6,4774.39,600,1e-09
49.2388,36067.7,3475.01,600,1e-09
32.5702,36695.9,2506.17,600,1e-09
21.5443,36908.8,1780.26,600,1e-09
14.251,37082.4,1260.16,600,1e-09
9.42668,37256.2,890.526,600,1e-09
6.23551,37119.2,623.381,600,1e-09
4.12463,37178.4,438.349,600,1e-09
2.72833,37349.4,309.001,600,1e-09
1.80472,37353.3,216.767,600,1e-09
1.19378,37284.8,151.731,600,1e-09
0.789652,37366.3,106.616,600,1e-09
0.522335,37416.4,74.8434,600,1e-09
0.345511,37414.1,52.461,600,1e-09
0.228546,37343.1,36.7025,600,1e-09
0.151178,37376.3,25.7483,600,1e-09
0.1,37372.5,18.0451,600,1e-09
