freq,Z_re,Z_im,temperature,pO2
1e+06,269.334,733.272,550,1e-09
661474,355.056,1056.23,550,1e-09
437548,498.408,1515.36,550,1e-09
289427,741.808,2153.1,550,1e-09
191448,1159.56,3010.97,550,1e-09
126638,1876.73,4116.13,550,1e-09
83767.8,3082,5447.16,550,1e-09
55410.2,4894.97,6735.02,550,1e-09
36652.4,7292.14,7655.74,550,1e-09
24244.6,9959.32,7960.87,550,1e-09
16037.2,12383.5,7700.72,550,1e-09
10608.2,14288.8,7283.55,550,1e-09
7017.04,15685,7130.73,550,1e-09
4641.59,16837.6,7560.16,550,1e-09
3070.29,17971.6,8722.15,550,1e-09
2030.92,19561.9,10809.6,550,1e-09
1343.4,21820.2,13781.7,550,1e-09
888.624,25459.6,17654,550,1e-09
587.802,30976.5,21935,550,1e-09
388.816,38451.3,25492.3,550,1e-09
257.191,48097.6,27478.5,550,1e-09
170.125,57696.4,26562.2,550,1e-09
112.534,66420.1,23481.5,550,1e-09
74.438,72766.5,19128.2,550,1e-09
49.2388,77125,14765.1,550,1e-09
32.5702,79584.6,10950.1,550,1e-09
21.5443,81464.2,7987.79,550,1e-09
14.251,82571.4,5738.23,550,1e-09
9.42668,83225.6,4084.4,550,1e-09
6.23551,83520.8,2887.67,550,1e-09
4.12463,83711,2035.7,550,1e-09
2.72833,84160.2,1437.93,550,1e-09
1.80472,84270.9,1010.83,550,1e-09
1.19378,84335.5,709.832,550,1e-09
0.789652,84434.2,498.484,550,1e-09
0.522335,84367.1,349.288,550,1e-09
0.345511,84427.8,245.075,550,1e-09
0.228546,84061.5,171.064,550,1e-09
0.151178,84102.7,119.973,550,1e-09
0.1,84356.1,84.3483,550,1e-09
