freq,Z_re,Z_im,temperature,pO2
1e+06,266.992,807.576,500,1e-09
661474,342.46,1166.38,500,1e-09
437548,463.686,1687.94,500,1e-09
289427,658.073,2425.7,500,1e-09
191448,981.283,3468.54,500,1e-09
126638,1532.99,4926.65,500,1e-09
83767.8,2485.84,6907.21,500,1e-09
55410.2,4131.77,9486.68,500,1e-09
36652.4,6853.93,12517.1,500,1e-09
24244.6,11015,15546.6,500,1e-09
16037.2,16562.7,17767.2,500,1e-09
10608.2,22762.5,18549.2,500,1e-09
7017.04,28340,17937.1,500,1e-09
4641.59,32757.4,16968.5,500,1e-09
3070.29,36038,16625.2,500,1e-09
2030.92,38830.4,17681,500,1e-09
1343.4,41427,20415.3,500,1e-09
888.624,45084.3,25402.4,500,1e-09
587.802,50110.8,32525.1,500,1e-09
388.816,58325.9,42047.7,500,1e-09
257.191,70738.1,52836.3,500,1e-09
170.125,88835.4,63074.5,500,1e-09
112.534,111881,69389,500,1e-09
74.438,136926,69165.7,500,1e-09
49.2388,160440,62711.1,500,1e-09
32.5702,177875,51966.2,500,1e-09
21.5443,190262,40621.7,500,1e-09
14.251,198695,30558.8,500,1e-09
9.42668,204181,22412.9,500,1e-09
6.23551,206185,16057.3,500,1e-09
4.12463,208624,11481.7,500,1e-09
2.72833,209258,8117.31,500,1e-09
1.80472,210510,5745.46,500,1e-09
1.19378,210272,4033.03,500,1e-09
0.789652,210859,2839.78,500,1e-09
0.522335,211685,2000.67,500,1e-09
0.345511,212122,1406.35,500,1e-09
0.228546,211773,984.649,500,1e-09
0.151178,211706,690.183,500,1e-09
0.1,211216,482.75,500,1e-09
