freq,Z_re,Z_im,temperature,pO2
1e+06,281.943,962.068,400,1e-12
661474,358.459,1397.31,400,1e-12
437548,470.454,2019.93,400,1e-12
289427,638.193,2915.37,400,1e-12
191448,897.481,4221.29,400,1e-12
126638,1300.27,6100.02,400,1e-12
83767.8,1939.38,8789.14,400,1e-12
55410.2,2984.56,12637.5,400,1e-12
36652.4,4715.22,18006.9,400,1e-12
24244.6,7724.58,25639.9,400,1e-12
16037.2,12857.2,35738.5,400,1e-12
10608.2,21710.8,48792.8,400,1e-12
7017.04,36057.1,63563,400,1e-12
4641.59,57683.1,78006.1,400,1e-12
3070.29,85262.4,87544.5,400,1e-12
2030.92,114459,89882.9,400,1e-12
1343.4,140506,87191.5,400,1e-12
888.624,160560,84052.2,400,1e-12
587.802,175332,85243.9,400,1e-12
388.816,187484,94257.3,400,1e-12
257.191,200143,113746,400,1e-12
170.125,216461,146292,400,1e-12
112.534,240191,194680,400,1e-12
74.438,277678,262248,400,1e-12
49.2388,338114,350822,400,1e-12
32.5702,433555,456723,400,1e-12
21.5443,582557,571984,400,1e-12
14.251,784447,663559,400,1e-12
9.42668,1.03269e+06,706349,400,1e-12
6.23551,1.28889e+06,680505,400,1e-12
4.12463,1.49932e+06,591806,400,1e-12
2.72833,1.66036e+06,479591,400,1e-12
1.80472,1.7646e+06,367755,400,1e-12
1.19378,1.83654e+06,273584,400,1e-12
0.789652,1.86909e+06,197783,400,1e-12
0.522335,1.90324e+06,142461,400,1e-12
0.345511,1.91458e+06,101083,400,1e-12
0.228546,1.92495e+06,71545.1,400,1e-12
0.151178,1.92396e+06,50272.2,400,1e-12
0.1,1.93341e+06,35483.2,400,1e-12
