freq,Z_re,Z_im,temperature,pO2
1e+06,283.363,667.869,600,1e-09
689343,373.874,916.592,600,1e-09
475193,523.032,1249.5,600,1e-09
327571,766.541,1675.86,600,1e-09
225809,1159.84,2195.84,600,1e-09
155660,1753.63,2750.19,600,1e-09
107303,2609.04,3283.19,600,1e-09
73968.3,3658.85,3627.81,600,1e-09
50989.5,4784.64,3727.82,600,1e-09
35149.3,5795.08,3605.79,600,1e-09
24229.9,6600.18,3411.09,600,1e-09
16702.7,7238.16,3311.37,600,1e-09
11513.9,7729.63,3392.62,600,1e-09
7937.01,8210.98,3742.9,600,1e-09
5471.32,8773.24,4400.85,600,1e-09
3771.61,9557.52,5405.56,600,1e-09
2599.93,10658.5,6722.08,600,1e-09
1792.24,12341.7,8327.17,600,1e-09
1235.47,14652.7,9937.02,600,1e-09
851.662,17788.5,11295.5,600,1e-09
587.087,21512.1,11959.1,600,1e-09
404.704,25332.5,11663.1,600,1e-09
278.98,28927.9,10580.7,600,1e-09
192.313,31533.8,8899.52,600,1e-09
132.569,33505,7153.59,600,1e-09
91.3857,34995.5,5578.83,600,1e-09
62.9961,35793.6,4223.32,600,1e-09
43.4259,36344.7,3155.46,600,1e-09
29.9353,36760.9,2339.14,600,1e-09
20.6357,36784,1710.79,600,1e-09
14.2251,36946.6,1253.6,600,1e-09
9.80593,37186.4,919.262,600,1e-09
6.75965,37237.8,670.048,600,1e-09
4.65971,37202.4,486.934,600,1e-09
3.21214,37306.7,355.024,600,1e-09
2.21426,37373.2,258.496,600,1e-09
1.52639,37382.7,187.88,600,1e-09
1.0522,37320.2,136.268,600,1e-09
0.725329,37359.6,99.0915,600,1e-09
0.5,37360.3,71.9761,600,1e-09
