freq,Z_re,Z_im,temperature,pO2
1e+06,287.947,667.092,550,1e-12
661474,394.572,944.033,550,1e-12
437548,580.672,1322.83,550,1e-12
289427,900.006,1810.4,550,1e-12
191448,1425.58,2378.98,550,1e-12
126638,2216.33,2932.89,550,1e-12
83767.8,3268.15,3342.7,550,1e-12
55410.2,4397.41,3465.69,550,1e-12
36652.4,5409.61,3368.09,550,1e-12
24244.6,6210.68,3240.8,550,1e-12
16037.2,6792.34,3257.07,550,1e-12
10608.2,7253.14,3557.62,550,1e-12
7017.04,7736.38,4257.51,550,1e-12
4641.59,8341.2,5445.22,550,1e-12
3070.29,9241.3,7253.5,550,1e-12
2030.92,10614.5,9775.14,550,1e-12
1343.4,12792.3,13076.8,550,1e-12
888.624,16310.6,17134.9,550,1e-12
587.802,21771.2,21574.7,550,1e-12
388.816,29386.6,25346.8,550,1e-12
257.191,38632.6,27153.6,550,1e-12
170.125,48475.6,26443.8,550,1e-12
112.534,56990.7,23326.6,550,1e-12
74.438,63446.9,19049.2,550,1e-12
49.2388,67816.6,14713.8,550,1e-12
32.5702,70722.4,10979.2,550,1e-12
21.5443,72120.5,7958.58,550,1e-12
14.251,73253.4,5720.67,550,1e-12
9.42668,73761.8,4064.34,550,1e-12
6.23551,74341.8,2884.3,550,1e-12
4.12463,74714.5,2038.2,550,1e-12
2.72833,74678,1431.02,550,1e-12
1.80472,74830.6,1006.59,550,1e-12
1.19378,74701.6,705.04,550,1e-12
0.789652,74981.2,496.371,550,1e-12
0.522335,75210,349.14,550,1e-12
0.345511,74945.7,243.934,550,1e-12
0.228546,74915.3,170.941,550,1e-12
0.151178,75034,120.02,550,1e-12
0.1,74906.3,83.986,550,1e-12
