freq,Z_re,Z_im,temperature,pO2
1e+06,269.911,846.078,450,1e-12
689343,335.591,1179.69,450,1e-12
475193,432.981,1643.22,450,1e-12
327571,580.278,2286.89,450,1e-12
225809,807.248,3176.51,450,1e-12
155660,1159.48,4380.01,450,1e-12
107303,1732.23,6041.92,450,1e-12
73968.3,2663.99,8260.12,450,1e-12
50989.5,4180.75,11118,450,1e-12
35149.3,6630.68,14641.4,450,1e-12
24229.9,10464.9,18669.1,450,1e-12
16702.7,16001.4,22592,450,1e-12
11513.9,23117.1,25532,450,1e-12
7937.01,31160.8,26935.8,450,1e-12
5471.32,38588,26560,450,1e-12
3771.61,44794.7,25535.3,450,1e-12
2599.93,49646.6,24993.3,450,1e-12
1792.24,53506.4,25856.6,450,1e-12
1235.47,56706,28669.4,450,1e-12
851.662,60130,34084.2,450,1e-12
587.087,64330.3,42561.6,450,1e-12
404.704,70415.7,54874.7,450,1e-12
278.98,79673.4,71764.7,450,1e-12
192.313,93849.8,93662.5,450,1e-12
132.569,115127,119935,450,1e-12
91.3857,147186,149426,450,1e-12
62.9961,192745,178108,450,1e-12
43.4259,250913,198753,450,1e-12
29.9353,316149,204653,450,1e-12
20.6357,381095,194573,450,1e-12
14.2251,435718,171091,450,1e-12
9.80593,478689,142053,450,1e-12
6.75965,507615,112482,450,1e-12
4.65971,526900,86462.4,450,1e-12
3.21214,538779,65098.6,450,1e-12
2.21426,546950,48465.7,450,1e-12
1.52639,552685,35815.5,450,1e-12
1.0522,558335,26407.7,450,1e-12
0.725329,558953,19268.2,450,1e-12
0.5,560448,14066.6,450,1e-12
